Genus	0
Akanthomyces	0
Albugo	287
Aleurobotrys	224
Alnicola	0
Alternaria	52
Amanita	60
Amycosphaerella	82
Amylostereum	1290
Annulohypoxylon	21
Antarctomyces	23
Anthracocystis	21
Antrodiella	828
Arrhenia	29
Arthrocladium	66
Articulospora	350
Aspergillus	748
Asterostroma	22
Athelia	71
Aureobasidium	40
Auricularia	619
Austropuccinia	199
Bankera	44
Beauveria	74
Bipolaris	52
Blumeria	94
Bonordeniella	2308
Botryobasidium	889
Botrytis	185
Bradymyces	157
Bullera	62
Bulleribasidium	370
Byssochlamys	303
Capnobotryella	892
Ceratiomyxa	211
Cercospora	26
Chaetospermum	28
Chrysoporthe	209
Cladosporium	10353
Clavariopsis	47
Clonostachys	43
Colacogloea	86
Colletotrichum	49
Conioscypha	112
Coniothyrium	27
Cordyceps	104
Coremiopassalora	363
Corynespora	29
Cryptococcus	500
Cryptocoryneum	1132
Cutaneotrichosporon	238
Cyanodermella	873
Cyphellophora	27
Cystobasidium	442
Dacrymyces	1603
Dacryopinax	637
Debaryomyces	66
Dendrophoma	26
Dentipellis	314
Devriesia	27
Diaporthe	767
Dictydiaethalium	283
Didymella	276
Didymium	56492
Dinemasporium	214
Dioszegia	71
Dissoconium	38
Donkioporia	39
Encoelia	278
Entyloma	370
Eraphthora	34
Exidia	214
Exopassalora	224
Exophiala	3985
Exserohilum	231
Fibroporia	195
Filobasidium	204
Fomes	579
Fomitopsis	167
Fuligo	1282
Fusarium	8405
Fuscoporia	292
Geastrum	70
Glarea	29
Gloeophyllum	811
Gloeoporus	68
Gregarithecium	53
Gymnopus	331
Hannaella	988
Hemimycena	601
Heterocephalacria	359
Heterophoma	66
Hormonema	136
Hymenochaete	64
Hymenotorrendiella	26
Hyperdermium	53
Hyphodontia	28
Hypomyces	0
Hypoxylon	152
Hysteropatella	60
Idriella	127
Jianyunia	213
Laccaria	30
Lactarius	70
Lecanicillium	243
Lentinula	90
Lentomitella	176
Leocarpus	165
Lepidoderma	31
Leptosphaeria	4144
Leucosporidium	84
Levipalatum	233
Licea	50
Lithohypha	466
Lopadostoma	29
Lyomyces	75
Malassezia	22816
Marasmius	193
Marchandiomyces	26
Melanotrigonum	861
Menegazzia	604
Mensularia	166
Metarhizium	42
Meyerozyma	106
Microthyrium	26
Monilinia	392
Mucilago	250
Multiclavula	67
Mycena	186
Mycosphaerella	1204
Myrmecia	157
Myrmecridium	34
Naganishia	296
Neocatenulostroma	738
Neocrinula	55
Neogloea	7175
Neohortaea	42
Neovaginatispora	34
Nigrograna	84
Ochroconis	260
Oliveonia	26
Ophiocordyceps	378
Orbilia	125
Otidea	38
Paracoccidioides	23
Paramicrothyrium	82
Paramycosphaerella	59
Parastagonospora	4281
Parasympodiella	262
Parateratosphaeria	135
Passalora	413
Patellaria	40
Patellariopsis	999
Peltaster	162
Penicillium	578
Peniophora	639
Periconia	0
Pestalotiopsis	75
Phaeococcomyces	25
Phellinidium	48
Phialocephala	305
Phlebia	77
Phlebiopsis	246
Pholiota	23
Phoma	262
Phyllozyma	129
Physarum	59965
Physisporinus	57
Pichia	0
Pinaceicola	61
Pithomyces	32
Pleurotus	423
Pneumocystis	161
Podospora	353
Protophysarum	500
Pseudendoclonium	110
Pseudobensingtonia	42
Pseudocercospora	1197
Pseudocyphellaria	84
Pseudomicrostroma	47
Pseudoteratosphaeria	104
Pyrenochaeta	26
Pyrenophora	84
Resinicium	69
Rhizoctonia	30
Rhizodiscina	32
Rhizoplaca	42
Rhodotorula	38
Rutstroemia	181
Samsoniella	203
Sarcinomyces	65
Scheffersomyces	31
Schizophyllum	797
Schizopora	22
Schizothyrium	34
Sclerencoelia	72
Sclerotinia	41
Scytinostroma	473
Serendipita	289
Shiraia	26
Sordaria	193
Sporothrix	292
Srinivasanomyces	533
Stagonosporopsis	57
Staninwardia	25
Stemphylium	31
Stenocarpella	2348
Stereum	78
Sterigmatomyces	156
Superstratomyces	25
Sydowia	114
Symbiotaphrina	80
Symmetrospora	47
Sympodiomycopsis	21
Sympoventuria	23
Talinella	30
Teratosphaeria	915
Toxicocladosporium	1761
Trametes	360
Trechispora	21
Trematosphaeria	46
Tremella	276
Tremellodendropsis	130
Trichoderma	148
Tricholoma	765
Trichosporon	30
Tropicoporus	299
Tupiella	24
Typhula	113
Umbilicaria	692
Usnea	55
Uwebraunia	223
Venturia	731
Verruconis	67
Watanabea	592
Wolfiporia	780
Xylaria	221
Xylobolus	409
Xylochrysis	29
Xylodon	0
Zasmidium	119
Zymoseptoria	129
